epoch,train_loss,valid_loss
1,0.6429397616939787,0.6319444858185623
2,0.6201428445464744,0.5835561621630483
3,0.602795703065588,0.5584757036488989
4,0.5823240518294636,0.5624896134047405
5,0.5843838596454118,0.5942707515888564
6,0.5688281152526445,0.617510797192707
7,0.5792870594502597,0.5773226262232207
8,0.5503064342032404,0.6081060295337406
9,0.550264307794615,0.5767557571297917
10,0.5465017958064553,0.5405579362591
11,0.5673227269916556,0.5714190666988977
12,0.5231906619895138,0.5269732134538176
13,0.5377903865439512,0.5692034916668807
14,0.5433454478103624,0.5416277286637089
15,0.5218326560894831,0.5540777563076952
16,0.5291456288849509,0.5579477018656452
17,0.5106767640378128,0.5674137410545803
18,0.5199920500329681,0.5340273606024034
19,0.511186422982337,0.5428668211376213
20,0.5253059985868925,0.5310359069186709
21,0.5114619146180759,0.5431623757897835
22,0.49863514090795713,0.5322841933483015
23,0.513240941677578,0.5298154645538686
24,0.506817551359844,0.5494507859137071
25,0.5010380335066115,0.5050257479610003
26,0.5056314232305346,0.5263092325615656
27,0.5045682573497433,0.5171017857045745
28,0.47154808977046686,0.5299742159575386
29,0.48009310717808457,0.48707436118274927
30,0.4957604373162118,0.5352068534829533
31,0.48103231312083317,0.5257208344283635
32,0.4815125838438303,0.5131889812688789
33,0.48627656085661874,0.5285133592096036
34,0.4812653759541743,0.5073891792081945
35,0.47568156475558293,0.542952566427867
36,0.4731602741375256,0.5141739309158014
37,0.48409682261062825,0.4904967608011287
38,0.46950019586306524,0.5469127481438868
39,0.47949402075579206,0.4660557870672125
40,0.46209867188479004,0.4778888650117037
41,0.4728606448575476,0.49817979651624744
42,0.45355313928587054,0.4680304677205403
43,0.464510940755212,0.5023637289262336
44,0.45846939255541524,0.5152657647090761
45,0.45501557422702915,0.502919069936742
46,0.46456224504023724,0.5015413631968524
47,0.46323843850962837,0.5035078116368664
48,0.4471189166326721,0.5034902503551997
49,0.4454034455034529,0.4699010423425099
50,0.45242105716921166,0.4961951073137638
51,0.4533194811459777,0.5122716917717101
52,0.45268484351266064,0.4812052054938091
53,0.44247442924398195,0.45875957988850447
54,0.45747119494591243,0.4796002192179794
55,0.446557176271432,0.5052648330026347
56,0.449333052815521,0.4935429691458526
57,0.44759385824616454,0.5224022031559244
58,0.4392995150204894,0.46792715375878563
59,0.45269262821652323,0.4657670153385919
60,0.44028237376009344,0.4879706945351284
61,0.43071546944129274,0.4471603851643917
62,0.44596760257149404,0.4992398145790819
63,0.44448606718082073,0.47095155591428606
64,0.43920001847019924,0.5017619629835953
65,0.4478254343015217,0.5172207624570507
66,0.44057646923747956,0.46254046683442657
67,0.4319002969022711,0.4806412358403854
68,0.4267917534908577,0.49712475615998974
69,0.4195668348745716,0.4702013957253455
70,0.42192909950885155,0.5013864463721605
71,0.43305475063467136,0.4433053582299339
72,0.4336922125026205,0.46340135740035254
73,0.4229038844689486,0.47790095152373874
74,0.41465652512072415,0.4729420499795157
75,0.41586089423291955,0.45851078234693926
76,0.4134498995322278,0.49840657939405547
77,0.42262860544146347,0.509941578336546
78,0.42140001106757763,0.471442987271787
79,0.41311040758123024,0.4985602530448333
80,0.4171627864551324,0.4791681636934695
81,0.41576582671726,0.4589506157511926
82,0.42067984028721517,0.49529408402336034
83,0.4076120522363632,0.47081995773655566
84,0.4184545634387547,0.484666388846286
85,0.40676826968204066,0.4674191967908131
86,0.4171136764951446,0.44471250860142
87,0.41130219282922237,0.4741154129050024
88,0.4195627610760528,0.4770443804724061
89,0.4109884402080166,0.457643598743269
90,0.40637537162518667,0.4448011953120484
91,0.4157236777159964,0.462292663651802
