epoch,train_loss,valid_loss
1,0.4928826321330335,0.5053559807736588
2,0.4857026568993374,0.5200841019092046
3,0.49142514265797754,0.5188052306032699
4,0.4717921171751287,0.5316250073602018
5,0.48947614817707624,0.527421382377329
6,0.47813642977012527,0.5125067575794199
7,0.4838610458429213,0.5104611113505519
8,0.4562206204842638,0.4898372607953522
9,0.4450088369625586,0.49078053717865894
10,0.45733705811478476,0.49325277530790673
11,0.47805855568084454,0.5361014170086255
12,0.44738516211509705,0.49331078929421696
13,0.45575305219325757,0.4915420304093024
14,0.45452240240518693,0.4945854117445972
15,0.4372066986505632,0.4739354412354853
16,0.44266108119929276,0.5249627236600803
17,0.4352034056490218,0.49927716507859854
18,0.4375769257269524,0.4413327144296921
19,0.44886079368491966,0.5214698488783577
20,0.4516054275963042,0.4947209378461475
21,0.44382112928562695,0.5003428538532361
22,0.4410100161201424,0.5379924461164552
23,0.4443050767812464,0.45872333662017534
24,0.43691507588934014,0.48637354361784196
25,0.45417152448660797,0.4595395195419374
26,0.4268934821916951,0.4679418351582211
27,0.44025739323761726,0.48019104969242343
28,0.43173545792146967,0.48386342321401055
29,0.43776139416904364,0.4427133065688869
30,0.4378243287404378,0.5151259690604132
31,0.42273706901404595,0.44904465681832767
32,0.42576412677213,0.47838701494038105
33,0.4333787212079322,0.4540805170393508
34,0.43026042860691194,0.4485905175299748
35,0.4192905012794115,0.47268394125706475
36,0.42685063514444566,0.46023939468938374
37,0.4364714001615842,0.47669872192099044
38,0.412655972496227,0.4891154473323537
